list-id-s,16,20,4,960,999195,1040,84215
list-id-s,16,40,4,1920,1862446,970,135133
list-id-s,16,80,4,3840,4193212,1091,202663
list-id-m,1,10,4,30,157610,5253,87
list-id-m,1,20,4,60,276902,4615,72
list-id-m,1,40,4,120,522372,4353,67
list-id-m,1,80,4,240,847035,3529,55
list-id-m,2,10,4,60,210223,3503,267
list-id-m,2,20,4,120,303728,2531,265
list-id-m,2,40,4,240,653560,2723,1130
list-id-m,2,80,4,480,1087504,2265,887
list-id-m,4,10,4,120,325001,2708,7228
list-id-m,4,20,4,240,452288,1884,4508
list-id-m,4,40,4,480,766768,1597,6166
list-id-m,4,80,4,960,1360787,1417,4622
list-id-m,8,10,4,240,543220,2263,25295
list-id-m,8,20,4,480,706024,1470,25206
list-id-m,8,40,4,960,1279601,1332,31073
list-id-m,8,80,4,1920,2256714,1175,38492
list-id-m,12,10,4,360,578991,1608,53077
list-id-m,12,20,4,720,970893,1348,76439
list-id-m,12,40,4,1440,1760196,1222,90868
list-id-m,12,80,4,2880,3445472,1196,114696
list-id-m,16,10,4,480,1664879,3468,48056
list-id-m,16,20,4,960,1171338,1220,138554
list-id-m,16,40,4,1920,2211642,1151,191483
list-id-m,16,80,4,3840,4986140,1298,267684
list-id-m,4,1,4,12,161199,13433,807
list-id-m,4,2,4,24,161933,6747,1316
list-id-m,4,4,4,48,206718,4306,868
list-id-m,4,8,4,96,233782,2435,4238
list-id-m,4,16,4,192,384745,2003,5617
list-none-m,1,1000,1,3000,13109072,4369,46
list-none-m,4,1000,1,12000,18446744072925001138,18446744073709486237,18446744073708371840
list-none-m,8,1000,1,24000,18446744073555454395,18446744073709545196,122111
list-none-m,12,1000,1,36000,18446744073455396728,18446744073709544557,1492229
list-none-m,16,1000,1,48000,153852406,3205,1400568
list-none-m,24,1000,1,72000,18446744073380739892,18446744073709547050,18446744073704623363
list-none-s,1,1000,1,3000,13409965,4469,44
list-none-s,1,1000,2,3000,10204064,3401,42
list-none-s,1,1000,4,3000,8961784,2987,42
list-none-s,1,1000,8,3000,8406598,2802,43
list-none-s,1,1000,16,3000,7876909,2625,42
list-none-s,2,1000,1,6000,31898334,5316,9917
list-none-s,2,1000,2,6000,17278681,2879,1926
list-none-s,2,1000,4,6000,12956430,2159,699
list-none-s,2,1000,8,6000,11068561,1844,406
list-none-s,2,1000,16,6000,10002965,1667,305
list-none-s,4,1000,1,12000,18446744072875045664,18446744073709482074,18446744073708286950
list-none-s,4,1000,2,12000,52253543,4354,47532
list-none-s,4,1000,4,12000,23466251,1955,9780
list-none-s,4,1000,8,12000,15184704,1265,2501
list-none-s,4,1000,16,12000,12098552,1008,1002
list-none-s,8,1000,1,24000,18446744073591464866,18446744073709546696,18446744073709099526
list-none-s,8,1000,2,24000,240296629,10012,705783
list-none-s,8,1000,4,24000,18446744072783652354,18446744073709513037,18446744073708206231
list-none-s,8,1000,8,24000,30799106,1283,33060
list-none-s,8,1000,16,24000,17906297,746,7522
list-none-s,12,1000,1,36000,269002449,7472,1369544
list-none-s,12,1000,2,36000,587679723,16324,2891722
list-none-s,12,1000,4,36000,169823600,4717,683537
list-none-s,12,1000,8,36000,57703697,1602,151371
list-none-s,12,1000,16,36000,27357038,759,33447
list-none-m,1,1000,1,3000,12821290,4273,46
list-none-m,1,1000,2,3000,10691054,3563,52
list-none-m,1,1000,4,3000,9018760,3006,51
list-none-m,1,1000,8,3000,8547422,2849,47
list-none-m,1,1000,16,3000,7999060,2666,57
list-none-m,2,1000,1,6000,40928289,6821,15788
list-none-m,2,1000,2,6000,19147329,3191,3357
list-none-m,2,1000,4,6000,14430750,2405,1578
list-none-m,2,1000,8,6000,10149007,1691,415
list-none-m,2,1000,16,6000,10225956,1704,402
list-none-m,4,1000,1,12000,18446744072924444480,18446744073709486191,18446744073708370371
list-none-m,4,1000,2,12000,62696349,5224,63908
list-none-m,4,1000,4,12000,30428840,2535,18878
list-none-m,4,1000,8,12000,17705995,1475,5355
list-none-m,4,1000,16,12000,13046755,1087,2084
list-none-m,8,1000,1,24000,18446744073586337959,18446744073709546483,18446744073708861658
list-none-m,8,1000,2,24000,297526095,12396,902746
list-none-m,8,1000,4,24000,96313742,4013,218444
list-none-m,8,1000,8,24000,39023838,1625,53818
list-none-m,8,1000,16,24000,21139626,880,15476
list-none-m,12,1000,1,36000,143922219,3997,115507
list-none-m,12,1000,2,36000,695345068,19315,3501260
list-none-m,12,1000,4,36000,18446744072911974800,18446744073709529462,18446744073705909554
list-none-m,12,1000,8,36000,69300534,1925,204207
list-none-m,12,1000,16,36000,31676245,879,52428
list-none-m,4,1000,1,12000,213966297,17830,314524
list-none-m,8,1000,1,24000,18446744073589172347,18446744073709546601,18446744073709327142
list-none-m,12,1000,1,36000,922266810,25618,4293609
list-none-m,16,1000,1,48000,8763497,182,233378
list-none-m,24,1000,1,72000,289794308,4024,1201246
